상품명,스펙목록,가격
레모토 윈드팡 에어건 무선청소기 AD-KF80,"차량용청소기 / 무선 / 흡입력: 최대 9,000Pa / 헤파필터 / 추가노즐: 틈새, 솔브러쉬 / 사용시간: 최대 25분 / 충전시간: 약3.5시간 / 크기: 334x80x80mm / 무게: 625g",68000
샤오미 미홀 M22,핸디스틱청소기 / 무선형 / 흡입전용 / 바닥 / 침구 / 솔형 / 틈새 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 5시간 / [성능] BLDC모터 / 헤파필터 / [기능] 물걸레(별도구매) / LED라이트 / [부가] 먼지통용량: 0.6L / 무게: 1.5kg / 크기(가로x세로x깊이): 240x1040x204mm,168290
샤오미 SWDK-D260,물걸레청소기 / 왕복식 / 물걸레전용 / 무선형 / [배터리] 리튬이온 / 충전시간: 3시간 / 사용시간: 50분 / [기능] 물분사 / LED라이트 / [부가] 색상: 화이트 / 무게: 2.4kg,59750
픽스 차량용 휴대용 무선 에어건 청소기 XVC-301,"차량용청소기 / 무선 / 흡입력: 5,000Pa / 헤파필터 / 추가노즐: 틈새, 솔브러쉬 / LED라이트 / 사용시간: 15분 / 색상: 블랙, 화이트 / 크기: 258x57X57mm / 무게: 300g / 소음: 70dB",39800
LG전자 오브제컬렉션 코드제로 A9S AO9471WKT,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 210W / [구성] 바닥 / 물걸레 / 솔형 / 틈새 / 올인원타워 / [배터리] 분리형 (2개) / 충전시간: 4시간 / 사용시간: 1시간 / [성능] 스마트인버터모터 / 분리형배기필터 / 헤파필터 / 5단계여과 / [기능] IoT기능 / 자동물공급 / 배터리잔량표시 / 자동먼지비움 / [부가] 색상: 카밍베이지 / 무게: 2.6kg / 크기(가로x세로x깊이): 250x1120x260mm,751600
LG전자 오브제컬렉션 코드제로 A9 AU9572WD,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 220W / [구성] 바닥 / 물걸레 / 침구 / 솔형 / 틈새 / 올인원타워 / [배터리] 분리형 (2개) / 충전시간: 4시간 / 사용시간: 1시간 / [성능] 스마트인버터모터 / 헤파필터 / 5단계여과 / [기능] IoT기능 / 디스플레이표시창 / 자동물공급 / LED라이트 / 자동먼지비움 / [부가] 색상: 카밍베이지 / 무게: 2.5kg / 크기(가로x세로x깊이): 250x1120x260mm / 올인원타워 1.0,1180800
삼성전자 비스포크 제트 VS20A957E3,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 210W / [구성] 바닥 / 물걸레 / 침구 / 솔형 / 틈새 / 연장툴 / 일체형청정스테이션 / [배터리] 분리형 (2개) / 충전시간: 3시간30분 / 사용시간: 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] 디스플레이표시창 / 자동물공급 / 배터리잔량표시 / 자동먼지비움 / [부가] 먼지통용량: 0.5L / 색상: 미스티화이트 / 무게: 2.5kg / 크기(가로x세로x깊이): 250x930x202mm,599430
조아스 차량용 에어건 청소기 JVC-2010,"차량용청소기 / 무선 / 흡입력: 6,500Pa / 최대출력: 60W / 헤파필터 / 추가노즐: 틈새, 솔브러쉬 / 사용시간: 20분 / 에어건 청소흡입 동시 사용/ 무게: 280g / 충전시간: 2시간",39800
샤오미 드리미 T20,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 150AW / 흡입력: 25000Pa / [구성] 바닥 / 물걸레 / 침구 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 4시간 / 사용시간: 1시간10분 / [성능] BLDC모터 / 헤파필터 / 5단계여과 / [부가] 먼지통용량: 0.6L / 물통용량: 0.25L / 색상: 레드 / 무게: 1.67kg / 크기(가로x세로x깊이): 259x1191x164mm,305970
DIBEA 올인원뉴,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 20000Pa / [구성] 바닥 / 물걸레 / 침구 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 내장형 / 충전시간: 3시간30분 / 사용시간: 50분 / [성능] BLDC모터 / 4단계여과 / [기능] 자동물공급 / LED라이트 / [부가] 먼지통용량: 0.46L / 물통용량: 0.26L / 색상: 레드 / 무게: 0.93kg / 크기(가로x세로x깊이): 245x990x185mm,179000
LG전자 코드제로 A9S AT9471,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 210W / [구성] 바닥 / 물걸레 / 솔형 / 틈새 / 올인원타워 / [배터리] 분리형 (2개) / 충전시간: 4시간 / 사용시간: 1시간 / [성능] 스마트인버터모터 / 분리형배기필터 / 헤파필터 / 5단계여과 / [기능] IoT기능 / 자동물공급 / 배터리잔량표시 / 자동먼지비움 / [부가] 색상: 판타지실버+딥그레이 / 무게: 2.6kg / 크기(가로x세로x깊이): 250x1120x260mm,735980
LG전자 코드제로 A9S AT9201IBB,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 210W / [구성] 바닥 / 솔형 / 틈새 / 올인원타워 / [배터리] 분리형 (1개) / 충전시간: 4시간 / 사용시간: 1시간 / [성능] 스마트인버터모터 / 헤파필터 / 5단계여과 / [기능] 물걸레(별도구매) / IoT기능 / 디스플레이표시창 / 자동먼지비움 / [부가] 색상: 아이그레이 / 크기(가로x세로x깊이): 250x1120x256m,615670
제이코스 몬스터 멀티 에어건 차량용 청소기 JM-Z5,"차량용청소기 / 무선 / 흡입력: 12,000Pa / 최대출력: 130W / 헤파필터 / 추가노즐: 솔브러쉬 / 사용시간: 30분 / 배터리:7,200mAh / 무게: 500g / 충전시간: 4~5시간",92900
일렉트로룩스 에르고라피도 파워프로 ZB3411,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 틈새 / 거치대 / [배터리] 내장형 / 충전시간: 4시간 / 사용시간: 48분 / [성능] 헤파필터 / 4단계여과 / [기능] 셀프스탠딩 / 배터리잔량표시 / [부가] 먼지통용량: 0.42L / 색상: 타이탄블루 / 무게: 3kg / 크기(가로x세로x깊이): 303x690x162mm,196570
AIPINYUE 차량용 가정용 무선 청소기 (해외구매),"차량용청소기 / 유무선 / 흡입력: 6,000Pa / 최대출력: 120W / 헤파필터 / 추가노즐: 틈새, 솔브러쉬 / 사용시간: 25분 / 코드길이: 3m / 충전방식: USB, 어댑터 / 충전시간: 3시간 / 색상: 블랙, 화이트 / 크기: 370x65mm",12760
조아스 차량용 에어건 청소기 JVC-2000,"차량용청소기 / 무선 / 흡입력: 5,500Pa / 최대출력: 60W / 헤파필터 / 추가노즐: 틈새, 솔브러쉬 / 사용시간: 20분 / 충전시간: 2시간 / 충전방식: USB C타입 / 크기: 142x172mm / 무게: 280g",39800
삼성전자 비스포크 제트 VS20B957D4,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 220W / [구성] 바닥 / 물걸레 / 솔형 / 틈새 / 일체형청정스테이션 / [배터리] 분리형 (2개) / 충전시간: 3시간30분 / 사용시간: 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] IoT기능 / 디스플레이표시창 / 자동물공급 / LED라이트 / 배터리잔량표시 / 자동먼지비움 / [부가] 먼지통용량: 0.5L / 색상: 페블그레이 / 크기(가로x세로x깊이): 250x930x202mm,703870
한라홀딩스 만도 차량용 청소기 MC-100,"차량용청소기 / 무선 / 흡입력: 8,000Pa / 헤파필터 / 스테인리스 필터 / 추가노즐: 틈새, 솔브러쉬, 연장호스 / LED라이트 / 사용시간: 20분 / 충전방식: USB C타입 / 배터리용량: 6,000mAh 크기: 241x71x50mm / 무게: 550g",83000
포콘스 아이나비 스마트 무선 청소기&에어건 EPI-GV4000,"차량용청소기 / 무선 / 흡입력: 12,000Pa / 최대출력: 130W / 헤파필터 / 추가노즐: 틈새, 솔브러쉬 / LED라이트 / 사용시간: ~30분 / 무게: 705g",79000
앱코 오엘라 네오스핀 OBC-AW09,"욕실청소기 / 무선형 / [배터리] 충전시간: 4~5시간 / 사용시간: 50분 / [부가] 색상: 화이트 / 무게: 0.86kg / 생활방수 / 브러쉬: 원형, 평면, 틈새",44900
머레이 무선 핸디형 청소기 HK-5030,"차량용청소기 / 무선 / 최대출력: 42W / 추가노즐: 틈새, 솔브러쉬 / 사용시간: 15분 / 먼지통용량: 0.5L / 용량: 1500mAh / 크기: 164x147x54mm / 무게: 330g",27000
베이스어스 차량용 진공 청소기 A1 (해외구매),"차량용청소기 / 무선 / 흡입력: 15,000Pa / 최대출력: 30W / 헤파필터 / 추가노즐: 틈새, 솔브러쉬 / LED라이트 / 사용시간: 25분 / 무게: 367g / 2,000mAh 고성능 배터리 탑재 / 노이즈 캔슬링 / C타입 충전",29170
LG전자 오브제컬렉션 코드제로 A9S AU9972,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 220W / [구성] 와이드바닥 / 물걸레 / 침구 / 솔형 / 틈새 / 올인원타워 / [배터리] 분리형 (2개) / 충전시간: 4시간 / 사용시간: 1시간 / [성능] 스마트인버터모터 / 헤파필터 / 5단계여과 / [기능] IoT기능 / 디스플레이표시창 / 자동물공급 / LED라이트 / 자동먼지비움 / [부가] 색상: 카밍베이지 / 무게: 2.7kg / 크기(가로x세로x깊이): 300x1120x260mm,1185790
LG전자 코드제로 A9S AS9201IB,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 210W / [구성] 바닥 / 솔형 / 틈새 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 4시간 / 사용시간: 1시간 / [성능] 스마트인버터모터 / 타공/분리형배기필터 / 헤파필터 / 5단계여과 / [기능] 물걸레(별도구매) / IoT기능 / 자동물공급 / 배터리잔량표시 / 자동먼지비움 / [부가] 색상: 아이언그레이+딥그레이 / 무게: 2.6kg / 크기(가로x세로x깊이): 250x1120x260mm,584620
신일전자 SVC-680G,핸디청소기 / 무선형 / 흡입전용 / [구성] 틈새 / 거치대 / [배터리] 충전시간: 5시간 / 사용시간: 15분 / [부가] 색상: 실버 / 무게: 0.8kg / 크기(가로x세로x깊이): 425x95x90mm,42050
삼성전자 비스포크 슬림 VS15A680AEW,스틱청소기 / 무선형 / 흡입전용 / 흡입력: 150W / [구성] 바닥 / 틈새 / [배터리] 내장형 / 충전시간: 4시간 / 사용시간: 50분 / [성능] 디지털인버터모터 / 5단계여과 / [기능] 물걸레(별도구매) / IoT기능 / 셀프스탠딩 / LED라이트 / [부가] 먼지통용량: 0.3L / 색상: 미스티화이트 / 무게: 2.6kg / 크기(가로x세로x깊이): 250x1143x194mm,308060
LG전자 오브제컬렉션 코드제로 A9 AU9272WD,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 220W / [구성] 바닥 / 물걸레 / 솔형 / 틈새 / 올인원타워 / [배터리] 분리형 (1개) / 충전시간: 4시간 / 사용시간: 1시간 / [성능] 스마트인버터모터 / 헤파필터 / 5단계여과 / [기능] IoT기능 / 디스플레이표시창 / 자동물공급 / LED라이트 / 자동먼지비움 / [부가] 색상: 카밍베이지 / 무게: 2.5kg / 크기(가로x세로x깊이): 250x1120x260mm / 올인원타워 1.0,791930
캐치웰 C10 PRO,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / [구성] 바닥 / 카펫 / 물걸레 / 침구 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 분리형 (1개) / 사용시간: 1시간 / [성능] BLDC모터 / 5단계여과 / [기능] LED라이트 / 자동먼지비움 / [부가] 먼지통용량: 0.5L,299000
카렉스 파워스톰 미니 무선청소기,"차량용청소기 / 무선 / 흡입력: 12,000Pa / 2중필터 / 헤파필터 / 추가노즐: 틈새, 솔브러쉬 / 사용시간: 17분 / 충전방식: 시거잭, 220V / BLCD모터 / 충전시간: 5시간30분 / 크기: 93x439mm / 무게: 505g",78990
LG전자 오브제컬렉션 코드제로 A9S AU9872,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 220W / [구성] 와이드바닥 / 물걸레 / 솔형 / 틈새 / 올인원타워 / [배터리] 분리형 (2개) / 충전시간: 4시간 / 사용시간: 1시간 / [성능] 스마트인버터모터 / 헤파필터 / 5단계여과 / [기능] IoT기능 / 디스플레이표시창 / 자동물공급 / LED라이트 / 자동먼지비움 / [부가] 색상: 카밍베이지 / 무게: 2.7kg / 크기(가로x세로x깊이): 300x1120x260mm,899230
DIBEA D19 Pro,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 12000Pa / 바닥 / 침구 / 솔형 / 틈새 / 거치대 / [배터리] 충전시간: 5시간 / 사용시간: 40분 / [성능] 4단계여과 / LED라이트 / [부가] 먼지통용량: 0.55L / 색상: 퍼플 / 무게: 2.2kg / 크기(가로x세로x깊이): 240x1040x212mm,109970
블랙앤데커 HLVC315B,핸디청소기 / 무선형 / 흡입전용 / 흡입력: 30AW / [구성] 바닥 / 솔형 / 틈새 / 거치대 / [배터리] 충전시간: 5시간 / 사용시간: 13분 / [부가] 먼지통용량: 0.12L / 색상: 화이트 / 무게: 0.71kg / 크기(가로x세로): 75x440mm,59900
샤오미 SHUNZAO 차량용 무선청소기 2세대 Z1 PRO (해외구매),"차량용청소기 / 무선 / 흡입력: 12,000Pa / 최대출력: 120W / 2중필터 / 추가노즐: 틈새, 솔브러쉬 / LED라이트 / 사용시간: 30분 / 충전시간: 2시간30분 / 충전방식: USB C타입 / 크기: 73x76x336mm / 무게: 610g",52000
삼성전자 에어본 화이트 VC-H22,핸디청소기 / 무선형 / 흡입전용 / [배터리] 충전시간: 8시간 / 사용시간: 10분 / [부가] 무게: 0.76kg / 크기(가로x세로x깊이): 103x317x174mm,31280
오토앤 디테일링 BLDC 핸디형 무선 청소기 WS-BV04,"차량용청소기 / 무선 / 흡입력: 17,000Pa / 헤파필터 / 추가노즐: 틈새, 솔브러쉬 / 사용시간: ~30분 / 배터리: 11.1V, 2,400mAh / 무게: 435g / 색상: 블랙, 퍼플, 블루",87000
삼성전자 비스포크 제트 VS20B957D5,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 220W / [구성] 바닥 / 물걸레 / 솔형 / 틈새 / 연장툴 / 일체형청정스테이션 / [배터리] 분리형 (2개) / 충전시간: 3시간30분 / 사용시간: 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] IoT기능 / 디스플레이표시창 / 자동물공급 / LED라이트 / 배터리잔량표시 / 자동먼지비움 / [부가] 먼지통용량: 0.5L / 색상: 산토리니베이지 / 크기(가로x세로x깊이): 250x930x202mm,706200
머레이 충전식 무선 핸디형 청소기 HK-8030,"차량용청소기 / 무선 / 흡입력: 6,000Pa / 최대출력: 120W / 헤파필터 / 추가노즐: 틈새, 솔브러쉬 / 사용시간: 20분 / 충전시간: 3시간 / 크기: 65x370mm / 무게: 400g",30980
LG전자 오브제컬렉션 코드제로 A9S AU9882MD + MO971GA,핸디/스틱청소기+로봇청소기세트 / 무선형 / 흡입+물걸레겸용 / 흡입력: 220W / [구성] 와이드바닥 / 스팀물걸레 / 솔형 / 틈새 / 올인원타워 / [배터리] 분리형 (2개) / 충전시간: 4시간 / 사용시간: 1시간 / [성능] 스마트인버터모터 / 헤파필터 / 5단계여과 / [기능] IoT기능 / 디스플레이표시창 / 자동물공급 / LED라이트 / 자동먼지비움 / [부가] 색상: 클레이민트 / 무게: 2.7kg / 크기(가로x세로x깊이): 300x1120x260mm / ※ 상품 옵션 확인 후 구매,2124000
블랙앤데커 WD7201,"핸디청소기 / 무선형 / 흡입전용 / [구성] 틈새 / [배터리] 충전시간: 10시간 / 사용시간: 8분 / [부가] 색상: 그린, 오렌지 / 무게: 0.65kg / 습건식",32560
일렉트로룩스 Well Q6 Pet WQ61-1PSH,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 펫 / 솔형 / 틈새 / [배터리] 내장형 / 충전시간: 4시간30분 / 사용시간: 45분 / [기능] 브러쉬자동청소 / 셀프스탠딩 / LED라이트 / 배터리잔량표시 / [부가] 먼지통용량: 0.3L / 색상: 쉘화이트 / 무게: 2.65kg / 크기(가로x세로x깊이): 258x1105x140mm,221790
삼성전자 비스포크 제트 VS20A956AVE,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 220W / [구성] 바닥 / 솔형 / 틈새 / 일체형청정스테이션 / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간: 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] 물걸레(별도구매) / IoT기능 / 디스플레이표시창 / 자동물공급 / LED라이트 / 배터리잔량표시 / 자동먼지비움 / [부가] 먼지통용량: 0.5L / 색상: 산토리니베이지 / 크기(가로x세로x깊이): 250x930x202mm,518840
다이슨 V10 플러피,"핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 소프트롤러 / 미니모터 / 솔형 / 더스팅 / 틈새 / 도킹스테이션 / [배터리] 충전시간: 3시간30분 / 사용시간: 1시간 / [기능] 프리볼트 / [부가] 색상: 레드, 오렌지 / 무게: 2.5kg / 크기(가로x세로x깊이): 250x1241x256mm",368110
일렉트로룩스 WELL Q6 WQ61-1OGG,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 솔형 / 틈새 / 거치대 / [배터리] 내장형 / 충전시간: 4시간30분 / 사용시간: 45분 / [성능] 5단계여과 / [기능] 브러쉬자동청소 / 셀프스탠딩 / LED라이트 / 배터리잔량표시 / [부가] 먼지통용량: 0.3L / 색상: 그라나이트그레이 / 무게: 2.65kg / 크기(가로x세로x깊이): 386x692x146mm,199440
아이닉 i20 엘리트,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 18000Pa / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 5시간 / 사용시간: 50분 / [성능] BLDC모터 / [부가] 먼지통용량: 0.5L / 색상: 화이트 / 무게: 2.5kg / 크기(가로x세로x깊이): 230x1150x210mm,139000
에어메이드 스마트포스 AMC-3500,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 370W / [구성] 바닥 / 침구 / 솔형 / 틈새 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 5시간 / 사용시간: 45분 / [성능] 헤파필터 / 5단계여과 / [기능] 디스플레이표시창 / LED라이트 / [부가] 무게: 2.5kg / 크기(가로x세로x깊이): 255x1230x215mm,199000
신일전자 SVC-S4800SJ,핸디청소기 / 무선형 / 흡입전용 / 흡입력: 60W / [구성] 바닥 / 틈새 / 연장툴 / 거치대 / [배터리] 충전시간: 8시간 / 사용시간: 9분 / [부가] 색상: 블랙+레드 / 크기(가로x세로x깊이): 200x138x400mm,48350
삼성전자 제트 VS20T9213QE,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 200W / [구성] 바닥 / 솔형 / 틈새 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간: 1시간 / [성능] 인버터모터 / 헤파필터 / 5단계여과 / [기능] 물걸레(별도구매) / 디스플레이표시창 / 프리볼트 / [부가] 먼지통용량: 0.5L / 색상: 민트/그레이 / 무게: 2.64kg / 크기(가로x세로x깊이): 250x1123x215mm,349000
비쎌(BISSELL) 크로스웨이브 X7 2832S,"물걸레청소기 / 롤러식 / 물걸레+진공 / 무선형 / [배터리] 충전시간: 4시간 / 사용시간: 30분 / [기능] BLDC모터 / LED라이트 / 배터리잔량표시 / 걸레자동세척 / [부가] 물통용량: 정수: 0.6L, 오수: 0.385L / 색상: 화이트 / 무게: 4.8kg / 크기(가로x세로x깊이): 265x1120x200mm",778980
DIBEA 차이슨 ALLNEW29000,"핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 39000Pa / [구성] 바닥 / 물걸레 / 침구 / 솔형 / 틈새 / 패브릭 / 연장툴 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 4시간 / 사용시간: 48분 / [성능] BLDC모터 / 헤파필터 / 4단계여과 / [기능] LED라이트 / 배터리잔량표시 / [부가] 먼지통용량: 0.7L / 색상: 폴라나이트그레이, 미드나이트블랙 / 무게: 2.4kg / UV살균 / 크기(가로x세로x깊이): 255x1150x200mm",248000
LG전자 오브제컬렉션 코드제로 AS9202WD,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 210W / [구성] 바닥 / 솔형 / 틈새 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 4시간 / 사용시간: 1시간 / [성능] 스마트인버터모터 / 타공형/분리형배기필터 / 헤파필터 / 5단계여과 / [기능] 물걸레(별도구매) / IoT기능 / 디스플레이표시창 / 자동물공급 / 배터리잔량표시 / [부가] 색상: 카밍베이지 / 크기(가로x세로x깊이): 250x1120x260mm,601130
다이슨 디지털 슬림 컴플리트,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 100AW / [구성] 슬림소프트롤러 / 미니모터 / 솔형 / 틈새 / 거치대 / 도킹스테이션 / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간: 40분 / [성능] 5단계여과 / [기능] 디스플레이표시창 / [부가] 먼지통용량: 0.3L / 색상: 니켈 / 크기(가로x세로x깊이): 250x1100x250mm,583860
일렉트로룩스 에르고라피도 ZB3511DB,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 틈새 / 거치대 / [배터리] 내장형 / 충전시간: 4시간 / 사용시간: 35분 / [성능] 4단계여과 / [기능] 브러쉬자동청소 / 셀프스탠딩 / LED라이트 / 배터리잔량표시 / [부가] 먼지통용량: 0.42L / 색상: 데님블루 / 무게: 2.5kg / 크기(가로x세로x깊이): 299x689x165mm,195000
신일전자 SVC-R220UB,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 13000Pa / [구성] 바닥 / 솔형 / 패브릭 / 연장툴 / 거치대 / [배터리] 충전시간: 5시간 / 사용시간: 20분 / [성능] BLDC모터 / 헤파필터 / 4단계여과 / [기능] 프리볼트 / [부가] 먼지통용량: 0.5L / 색상: 화이트 / 무게: 1.34kg / 크기(가로x세로x깊이): 225x1200x78mm,75800
LG전자 오브제컬렉션 코드제로 A9S AU9982WD + MO971WA,핸디/스틱청소기+로봇청소기세트 / 무선형 / 흡입+물걸레겸용 / 흡입력: 220W / [구성] 와이드바닥 / 스팀물걸레 / 침구 / 솔형 / 틈새 / 올인원타워 / [배터리] 분리형 (2개) / 충전시간: 4시간 / 사용시간: 1시간 / [성능] 스마트인버터모터 / 헤파필터 / 5단계여과 / [기능] IoT기능 / 디스플레이표시창 / 자동물공급 / LED라이트 / 자동먼지비움 / [부가] 색상: 카밍베이지 / 무게: 2.7kg / 크기(가로x세로x깊이): 300x1120x260mm / ※ 상품 옵션 확인 후 구매,1701430
삼성전자 비스포크 제트 AI VS28C973ES,"핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 280W / [구성] 바닥 / 물걸레 / 침구 / 솔형 / 틈새 / 연장툴 / 일체형청정스테이션 / [배터리] 분리형 (2개) / 충전시간: 5시간 / 사용시간: 1시간20분 / [성능] 디지털인버터모터 / 5단계여과 / [기능] IoT기능 / 디스플레이표시창 / 먼지감지센서 / LED라이트 / 배터리잔량표시 / 자동먼지비움 / [부가] 먼지통용량: 0.5L / 색상: 새틴세이지그린 / 크기(가로x세로x깊이): 250x942x243mm / 출시가: 1,649,000원",1515400
스타일리스 SSV-G7,"핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 15000Pa / [구성] 바닥 / 침구 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 충전시간: 4시간 / 사용시간: 23분 / [성능] BLDC모터 / [기능] 배터리잔량표시 / [부가] 색상: 퍼플, 화이트 / 무게: 2.2kg / 크기(가로x세로x깊이): 245x1150x220mm",46650
유행코리아 더쎈 유무선 청소기,"차량용청소기 / 유무선 / 12V / 흡입력: 4,800Pa / 최대출력: 120W / 추가노즐: 틈새, 솔브러쉬, 연장호스 / 사용시간: 25분 / 충전방식: 시거잭, 220V / 충전시간: 3~4시간 / 크기: 260x200x80mm / 무게: 880g",62240
웍스 휴대용 차량용 충전 청소기 본체 WX030.9,"차량용청소기 / 무선 / 흡입력: 10,000Pa / 최대출력: 180W / 3중필터 / 추가노즐: 틈새, 솔브러쉬 / 베어툴사양 / 2단 속도 조절 / 플렉시블 튜브 / 크기: 150x182x218mm / 무게: 1,400g",75990
한빛시스템 HV-5010,핸디청소기 / 무선형 / 흡입전용 / [구성] 솔형 / 틈새 / 거치대 / [배터리] 충전시간: 10시간 / 사용시간: 15분 / [부가] 색상: 골드브라운 / 무게: 1.3kg / 크기(가로x세로x깊이): 110x390x120mm,22350
비즈포비즈 클래파 BVC-H10,"핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 6000Pa / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / [배터리] 충전시간: 4시간 / 사용시간: 20분 / [성능] DC모터 / 헤파필터 / 3단계여과 / [부가] 먼지통용량: 0.9L / 색상: 화이트, 그레이 / 무게: 0.9kg / 크기(가로x세로x깊이): 130x1130x70mm",41900
라이트컴 COMS 휴대용 미니 청소기 NE875,차량용청소기 / 무선 / 추가노즐: 솔브러쉬 / 크기: 165x80x32mm / 무게: 125g,11420
보랄 메카닉 BR-SV680RC,핸디스틱청소기 / 무선형 / 흡입력: 120W / [구성] 바닥 / 솔형 / 틈새 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 5시간 / 사용시간: 40분 / LED라이트,87900
삼성전자 제트 VS15T7037P1,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 150W / [구성] 바닥 / 물걸레 / 솔형 / 틈새 / 연장툴 / 거치대 / 청정스테이션 / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간: 40분 / [성능] 인버터모터 / 헤파필터 / 5단계여과 / [기능] 디스플레이표시창 / 프리볼트 / [부가] 먼지통용량: 0.5L / 색상: 화이트+민트 / 무게: 2.54kg,299000
SooPii 차량용 무선 에어건 겸용 청소기 BV01,"차량용청소기 / 무선 / 흡입력: 15,000Pa / 최대출력: 73W / 헤파필터 / 추가노즐: 솔브러쉬 / 사용시간: 30~50분 / 충전시간: 2시간 / 무게 : 517g",78890
